,Date,GameID,Season,M/F,Team1,Team2,Score1,Score2,Player1Team1,Player2Team1,Player3Team1,Player4Team1,Player5Team1,Player6Team1,Player7Team1,Player8Team1,Player9Team1,Player10Team1,Player11Team1,Player12Team1,Player13Team1,Player14Team1Player1Team2,Player2Team2,Player3Team2,Player4Team2,Player5Team2,Player6Team2,Player7Team2,Player8Team2,Player9Team2,Player10Team2,Player11Team2,Player12Team2,Player13Team2,Player14Team2,Player14Team1,Player1Team2
48,2019/13/11,1035.0,2019/2020,M,VfB Friedrichshafen,Helios GRIZZLYS Giesen,3,0,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,-,,Mayaula Nzeza Magloire,No Match,Röling Jan,No Match,No Match,Schippmann Timon,No Match,Kvrzic Milan,Busch Amelie,Kapur Milorad,-,-,-,-,Wagner Hauke
49,2020/11/14,2032.0,2020/2021,F,SSC Palmberg Schwerin,Schwarz-Weiß Erfurt,3,0,Szakmáry Greta,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,-,,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Merte Franca,Cole Madelyn,-,-,-,-,Kovac Sara
50,2020/02/29,1112.0,2019/2020,M,Helios GRIZZLYS Giesen,United Volleys Frankfurt,1,3,Ringseis Florian,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Shavrak Dmytro,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,-,,Gommans Ewoud,Bann Blair,Henning Paul,Engelmann Linus,Yanagida Masahiro,Mrdak Milija,Schöps Jochen,Brand Tobias,Schumann Philipp,Wolf Peter,Smith Luke,Valkiers Matthias,-,-,Toman Urban
51,2020/12/12,1037.0,2020/2021,M,VfB Friedrichshafen,United Volleys Frankfurt,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Böhme Marcus,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,,Tsuiki Satoshi,Urban Melf,Baxpöhler Noah,Bierwisch Ben,Grozer Tim,No Match,No Match,No Match,Molzen Kjell Christian,Quiroga Rodrigo,Valkiers Matthias,Lauter Philipp,Hüger Linus,-,Imhoff Facundo
52,2019/21/12,2061.0,2019/2020,F,VfB Suhl LOTTO Thüringen,Schwarz-Weiß Erfurt,3,0,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Michel Tosi Victoria,Agost Taylor,-,-,-,-,-,,Pickrell Cassidy,Amaro Halli,Krause Sabrina,Petter Michelle,Röling Jan,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,-,-,-,Sagardia Clarisa
53,2020/11/28,2070.0,2020/2021,F,SSC Palmberg Schwerin,VfB Suhl LOTTO Thüringen,3,1,Szakmáry Greta,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,-,-,,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,-,Harbin Danielle
54,2020/11/21,1024.0,2020/2021,M,SVG Lüneburg,SWD powervolleys DÜREN,1,3,Koslowsky Tyler,Dervisaj Leon,Ewert Jordan,Lindberg Viktor,Craft William,Gerken Hannes,Peemüller Richard,Solbrig Dalton,Krage Florian,Schlien Michel,-,-,-,,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,Batanov Ivan
55,2020/11/21,1022.0,2020/2021,M,VfB Friedrichshafen,BERLIN RECYCLING Volleys,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Böhme Marcus,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,,Moraes Davy,Kühner Sebastian,Michelucci Renan,Grankin Sergey,Baghdady Robin,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Carbonera Éder,Pujol Pierre,-,Kowalski Adam
56,2019/11/30,2047.0,2019/2020,F,Rote Raben Vilsbiburg,VC Wiesbaden,3,0,Przybylak Daria,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Hötschl Paula,Taylor Nikki Leialoha,Guilliams Jodie,Busch Amelie,,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,Bock Linda,-,-,-,-,Oud Nynke
57,2020/11/14,1017.0,2020/2021,M,WWK Volleys Herrsching,SVG Lüneburg,3,0,Ilic Dorde,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Tille Johannes,-,-,,Dervisaj Leon,Ewert Jordan,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Solbrig Dalton,Krage Florian,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
58,2020/02/29,1113.0,2019/2020,M,TSV Unterhaching,VfB Friedrichshafen,1,3,Jarvis Jared,Petter Michelle,Dervisaj Leon,Möller Onno,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,-,-,,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,Hosch Tobias,-,Worsley Joseph
59,2020/11/04,1207.0,2020/2021,M,BERLIN RECYCLING Volleys,VCO Berlin,3,0,Kowalski Adam,Moraes Davy,Michelucci Renan,Grankin Sergey,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Carbonera Éder,-,-,-,,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Reusch Johann,Breburda Jan,Brentel Jannik,-,Kersting Maximilian
60,2020/25/01,1082.0,2020/2021,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,Szabó Alpár,Stöhr Tim,Thiel Stefan,Goralik Yannick,Maase Lukas,Vaskelis Edvinas,Petty Gregory,Roatta Sebastian,Lohmann Elisa,Schmidgall Mario,Qafarena Anton,-,-,,Gommans Ewoud,Bann Blair,Yanagida Masahiro,Mrdak Milija,Bierwisch Ben,Brand Tobias,Luther Doreen,No Match,Smith Luke,Valkiers Matthias,No Match,-,-,-,Toman Urban
61,2020/01/25,2082.0,2019/2020,F,Schwarz-Weiß Erfurt,SSC Palmberg Schwerin,0,3,Sagardia Clarisa,Pickrell Cassidy,Amaro Halli,Krause Sabrina,Petter Michelle,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,-,-,,Barber Nele,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
62,2019/12/14,2056.0,2019/2020,F,Dresdner SC,NawaRo Straubing,3,0,Dürr Lenka,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,,Turla Sofia,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,Gryka Magdalena,-,-,-,-,-,Steen Knudsen Ragni
63,2020/10/24,2024.0,2020/2021,F,Dresdner SC,USC Münster,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,-,-,-,-,Bock Linda
64,2020/02/29,2119.0,2019/2020,F,SSC Palmberg Schwerin,VC Wiesbaden,3,0,Szakmáry Greta,Barber Nele,Lohmann Elisa,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,-,,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,Bock Linda,-,-,-,-,Oud Nynke
65,2019/27/10,1020.0,2019/2020,M,SWD powervolleys DÜREN,Helios GRIZZLYS Giesen,3,1,Broshog Tim,Schumann Philipp,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Staples Max William,Francös Pedro Henrique,Duarte Souza Da Silva Do,Kronthaler Niklas,Malescha Daniel,-,-,-,Ringseis Florian
66,2019/12/14,2060.0,2019/2020,F,Schwarz-Weiß Erfurt,Ladies in Black Aachen,3,2,Sagardia Clarisa,Pickrell Cassidy,Amaro Halli,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,-,-,,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,Bernard Manon,-,-,-,-,Agbortabi Vanessa
67,2020/05/02,1093.0,Off-Season,M,VfB Friedrichshafen,Netzhoppers KW-Bestensee,1,3,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,-,,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,Guerra Uteau Simön,-,-,-,Herr Luke Thomas A.
68,2020/01/29,2090.0,2019/2020,F,USC Münster,Schwarz-Weiß Erfurt,1,3,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Pickrell Cassidy,Amaro Halli,Krause Sabrina,Petter Michelle,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,Dapic Barbara,-,-,-,Sagardia Clarisa
69,2020/10/24,1006.0,2020/2021,M,SWD powervolleys DÜREN,Helios GRIZZLYS Giesen,3,0,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,Kapur Milorad,-,-,-,-,Eshenko Pearson
70,2020/10/31,1015.0,2020/2021,M,United Volleys Frankfurt,WWK Volleys Herrsching,3,2,Tsuiki Satoshi,Urban Melf,Baxpöhler Noah,Bierwisch Ben,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Quiroga Rodrigo,-,-,-,,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,Wieczorek David Matthew,-,-,-,Ilic Dorde
71,2019/11/16,1037.0,2019/2020,M,SVG Lüneburg,Netzhoppers KW-Bestensee,3,0,Koslowsky Tyler,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,-,-,,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,Guerra Uteau Simön,-,-,-,Herr Luke Thomas A.
72,2021/01/17,2023.0,2020/2021,F,Allianz MTV Stuttgart,VfB Suhl LOTTO Thüringen,3,0,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,-,,Harbin Danielle,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,Genitsaridi Maria
73,2021/01/30,2097.0,2020/2021,F,Ladies in Black Aachen,Rote Raben Vilsbiburg,1,3,Hindriksen Mareike,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Löcker Maja,Herelova Nina,Cesar Annie,-,-,,Brisebois Danielle,Hartl Lena,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,Hart Alexis,-,-,-,-,-,Keller Luisa
74,2019/12/14,2059.0,2019/2020,F,Rote Raben Vilsbiburg,Allianz MTV Stuttgart,1,3,Przybylak Daria,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Hötschl Paula,Taylor Nikki Leialoha,Guilliams Jodie,Busch Amelie,,Lohuis Juliët,Cesar Annie,No Match,Rosenthal Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,Janiska Jennifer,Berger Lara,No Match,No Match,-,-,-,Koskelo Roosa
75,2020/12/05,2053.0,2020/2021,F,Ladies in Black Aachen,VfB Suhl LOTTO Thüringen,0,3,Hindriksen Mareike,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Löcker Maja,Herelova Nina,Cesar Annie,-,-,,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,-,Harbin Danielle
76,2020/10/10,2008.0,2020/2021,F,SSC Palmberg Schwerin,USC Münster,3,0,Szakmáry Greta,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,-,,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,-,-,-,-,-,Bock Linda
77,2021/01/02,2073.0,2020/2021,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,2,3,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,-,-,-,,Harbin Danielle,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,Genitsaridi Maria
78,2019/10/05,2002.0,2019/2020,F,Dresdner SC,SC Potsdam,1,3,Dürr Lenka,von Römer Mareen,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,Strubbe Monique,Weitzel Camilla,,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,Emonts Laura,-,-,-,Nichol Valerie
79,2020/11/29,2045.0,2020/2021,F,USC Münster,NawaRo Straubing,2,3,Bock Linda,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,-,-,,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,-,Provaroni Claudia
80,2021/02/20,1081.0,2020/2021,M,SWD powervolleys DÜREN,Volleyball Bisons Bühl,3,0,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,Szabó Alpár
81,2020/11/15,1020.0,2020/2021,M,TSV Unterhaching,VfB Friedrichshafen,1,3,Suck Fabian,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,-,,Aylsworth Avery,Mote Nehemiah,No Match,Juhkami Martti,Balean Rares,No Match,No Match,No Match,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,Marechal Nicolas,-,-,Worsley Joseph
82,2021/01/30,1210.0,2020/2021,M,VCO Berlin,Volleyball Bisons Bühl,0,3,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Reusch Johann,Breburda Jan,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,-,-,-,-,Szabó Alpár
83,2020/15/01,2072.0,2020/2021,F,VC Wiesbaden,NawaRo Straubing,1,3,Oud Nynke,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,-,-,,Stöhr Tim,Lovo Steinsvag Oda,Turla Sofia,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,Gryka Magdalena,-,-,-,-,Steen Knudsen Ragni
84,2020/02/02,1086.0,2019/2020,M,Helios GRIZZLYS Giesen,SWD powervolleys DÜREN,3,0,Ringseis Florian,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,-,-,,Broshog Tim,Schumann Philipp,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,Kocian Tomas,-,-,-,-,Batanov Ivan
85,2019/05/12,1050.0,Off-Season,M,SWD powervolleys DÜREN,WWK Volleys Herrsching,3,1,Batanov Ivan,Broshog Tim,Zachrich Jaromir,Schumann Philipp,Bann Blair,Andrae Björn,Bogachev Egor,Brand Tobias,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,,Sagstetter Jonas,Watanabe Shunsuke,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Knauer Marko Julian,Antony Carlos,-,-,Peta Mircea Paul
86,2020/10/03,2001.0,2020/2021,F,SC Potsdam,Dresdner SC,3,0,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,-,,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,Straube Sarah,-,-,Dürr Lenka
87,2020/15/01,1070.0,2020/2021,M,SWD powervolleys DÜREN,United Volleys Frankfurt,3,2,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,,Gommans Ewoud,Bann Blair,Henning Paul,Engelmann Linus,Yanagida Masahiro,Mrdak Milija,Brand Tobias,Schumann Philipp,Wolf Peter,Valkiers Matthias,-,-,-,-,Toman Urban
88,2019/12/18,2057.0,2019/2020,F,USC Münster,VC Wiesbaden,2,3,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Großer Tanja,Wilczek Natalie,No Match,Welsch Laurenz,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,Bock Linda,-,-,-,Oud Nynke
89,2021/02/06,2104.0,2020/2021,F,VfB Suhl LOTTO Thüringen,NawaRo Straubing,3,0,Genitsaridi Maria,Harbin Danielle,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,-,-,-,,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Szaboova Sandra,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,Provaroni Claudia
90,2020/11/04,2012.0,2020/2021,F,Dresdner SC,Allianz MTV Stuttgart,0,3,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,,Segura Palleres Maria,Lohuis Juliët,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,Todorova Mira,-,-,-,Koskelo Roosa
91,2019/11/09,1028.0,2019/2020,M,WWK Volleys Herrsching,BERLIN RECYCLING Volleys,0,3,Ilic Dorde,Stöhr Tim,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,-,-,-,,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,Pujol Pierre,-,-,-,Kowalski Adam
92,2021/01/17,1217.0,2020/2021,M,VCO Berlin,SVG Lüneburg,0,3,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Hüther Franz,Schulz Max,Just Maximilian,Kvrzic Milan,Reusch Johann,Breburda Jan,,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Solbrig Dalton,Krage Florian,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
93,2019/22/12,1063.0,2019/2020,M,BERLIN RECYCLING Volleys,United Volleys Frankfurt,3,2,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Le Goff Nicolas,-,-,,Bann Blair,van Rekom Floris,Henning Paul,Engelmann Linus,Yanagida Masahiro,Mrdak Milija,Bierwisch Ben,Brand Tobias,Luther Doreen,Schumann Philipp,Wolf Peter,Smith Luke,Valkiers Matthias,-,Toman Urban
94,2020/12/23,1046.0,2020/2021,M,TSV Unterhaching,Volleyball Bisons Bühl,1,3,Suck Fabian,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Severin,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,,Stöhr Tim,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,-,Szabó Alpár
95,2020/12/15,2031.0,2020/2021,F,Rote Raben Vilsbiburg,Ladies in Black Aachen,2,3,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,-,-,-,-,,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,Schwertmann Leonie,-,-,-,-,Hindriksen Mareike
96,2020/12/16,1039.0,2020/2021,M,BERLIN RECYCLING Volleys,Netzhoppers KW-Bestensee,3,1,Kowalski Adam,Moraes Davy,Kühner Sebastian,Michelucci Renan,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Patch Benjamin,Carbonera Éder,-,-,-,,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,-,Keturakis Byron
