,PlayerName,M/F,PlayerTeam,OpposingTeam,Score1,Score2,Date,GameID,Season,PointsTotal,PointsDelta,ServeTotal,ServeError,ServePoints,ReceptionTotal,ReceptionError,AttackTotal,AttackError,AttackBlocked,AttackPoints,BlockPoints
0,Imhoff Facundo,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,9.0,8.0,11.0,0,0,1.0,0,12.0,0,1.0,8.0,1.0
1,Tsuiki Satoshi,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,0.0,-1.0,0.0,0,0,22.0,1.0,0.0,0,0.0,0.0,0.0
2,Baxpöhler Noah,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,10.0,10.0,18.0,0,0,0.0,0,12.0,0,0.0,7.0,3.0
3,Reinhardt Jonas,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4,Grozer Tim,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,20.0,7.0,16.0,6.0,1.0,17.0,4.0,35.0,1.0,2.0,19.0,0.0
5,Schöps Jochen,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
6,Malescha Daniel,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,25.0,12.0,22.0,6.0,0,0.0,0,41.0,3.0,4.0,25.0,0.0
7,Schmidgall Mario,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,5.0,4.0,11.0,1.0,0,1.0,0,6.0,0,0.0,4.0,1.0
8,Quiroga Rodrigo,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,1.0,-3.0,17.0,1.0,0,36.0,1.0,5.0,1.0,1.0,1.0,0.0
9,Valkiers Matthias,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
10,Lauter Philipp,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
11,Hüger Linus,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,2020/12/20,1045.0,2020/2021,0.0,0.0,4.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
12,Szabó Alpár,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,2.0,2.0,4.0,0,0,1.0,0,3.0,0,0.0,2.0,0.0
13,Stöhr Tim,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,9.0,7.0,8.0,1.0,0,15.0,0,14.0,1.0,0.0,9.0,0.0
14,Thiel Stefan,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
15,Gallas Simon,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,3.0,0.0,5.0,1.0,0,0.0,0,9.0,2.0,0.0,2.0,1.0
16,Aloisi Luciano,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,3.0,2.0,14.0,1.0,0,0.0,0,4.0,0,0.0,2.0,1.0
17,Vaskelis Edvinas,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,14.0,7.0,11.0,4.0,0,0.0,0,32.0,2.0,1.0,14.0,0.0
18,Henning Paul,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,5.0,0.0,19.0,3.0,0,0.0,0,9.0,1.0,1.0,5.0,0.0
19,Jurkovics Mathäus,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,8.0,5.0,8.0,2.0,1.0,0.0,0,7.0,0,1.0,4.0,3.0
20,Meier Leon,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
21,Ringseis Florian,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,0.0,0.0,0.0,0,0,40.0,0,0.0,0,0.0,0.0,0.0
22,Kronthaler Niklas,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,4.0,1.0,8.0,2.0,1.0,24.0,0,7.0,1.0,0.0,3.0,0.0
23,Lopez Tomas,M,Volleyball Bisons Bühl,United Volleys Frankfurt,1,3,2020/12/20,1045.0,2020/2021,23.0,15.0,16.0,2.0,4.0,5.0,1.0,37.0,3.0,2.0,16.0,3.0
24,Thiel Stefan,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,4.0,4.0,10.0,0,1.0,0.0,0,2.0,0,0.0,2.0,1.0
25,Lind Jonas,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,-2.0,0.0,0,0,6.0,2.0,0.0,0,0.0,0.0,0.0
26,Gallas Simon,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,-1.0,1.0,0,0,0.0,0,1.0,1.0,0.0,0.0,0.0
27,Aloisi Luciano,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
28,Vaskelis Edvinas,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,18.0,14.0,13.0,1.0,3.0,0.0,0,19.0,1.0,2.0,13.0,2.0
29,Henning Paul,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,6.0,0.0,25.0,3.0,4.0,1.0,0,5.0,1.0,2.0,2.0,0.0
30,Jurkovics Mathäus,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,8.0,1.0,8.0,5.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,3.0
31,Röhrs Erik,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
32,Meier Leon,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,3.0,0,1.0,0,0.0,0.0,0.0
33,Ringseis Florian,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,6.0,0,0.0,0,0.0,0.0,0.0
34,Kronthaler Niklas,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,5.0,2.0,9.0,1.0,0,19.0,0,9.0,2.0,0.0,5.0,0.0
35,Lopez Tomas,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,10.0,4.0,8.0,2.0,0,13.0,0,18.0,4.0,0.0,7.0,3.0
36,Walther Elias,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
37,Suck Fabian,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,7.0,5.0,14.0,1.0,3.0,0.0,0,8.0,1.0,0.0,3.0,1.0
38,Zahar George Alexandru,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,4.0,-1.0,2.0,2.0,0,0.0,0,11.0,2.0,1.0,4.0,0.0
39,Sagstetter Jonas,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,10.0,2.0,12.0,1.0,0,8.0,1.0,23.0,2.0,4.0,9.0,1.0
40,Sagstetter Benedikt,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,2.0,-4.0,12.0,4.0,0,0.0,0,4.0,2.0,0.0,2.0,0.0
41,Topuzliev Simeon,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,6.0,-3.0,8.0,2.0,0,27.0,5.0,11.0,0,2.0,5.0,1.0
42,Graven Leonard,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,-3.0,0.0,0,0,24.0,3.0,0.0,0,0.0,0.0,0.0
43,Brandt Severin,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
44,Brandt Niklas,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,-1.0,1.0,0,0,3.0,1.0,0.0,0,0.0,0.0,0.0
45,Petrusic Juro,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,3.0,-2.0,5.0,1.0,0,0.0,0,11.0,2.0,2.0,3.0,0.0
46,Thom Benjamin,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,0.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
47,Gehringer Paul,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
48,Friedrich Roy,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,2.0,1.0,7.0,1.0,0,0.0,0,2.0,0,0.0,1.0,1.0
49,Paduretu Eric,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
50,Chefai Mohamed,M,TSV Unterhaching,Volleyball Bisons Bühl,0,3,2020/11/04,1001.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
51,Worsley Joseph,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,4.0,3.0,14.0,0,1.0,0.0,0,2.0,1.0,0.0,1.0,2.0
52,Aylsworth Avery,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,19.0,0,0.0,0,0.0,0.0,0.0
53,Mote Nehemiah,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,0.0,0.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
54,Juhkami Martti,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,6.0,4.0,7.0,2.0,0,3.0,0,9.0,0,0.0,5.0,1.0
55,Balean Rares,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,3.0,-1.0,5.0,2.0,0,7.0,0,6.0,2.0,0.0,2.0,1.0
56,van de Velde Arno,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,5.0,2.0,16.0,2.0,0,0.0,0,10.0,1.0,0.0,5.0,0.0
57,Bonin Ben-Simon,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,6.0,-1.0,10.0,5.0,0,26.0,1.0,11.0,1.0,0.0,3.0,3.0
58,Weber Linus,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
59,Steuerwald Markus,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
60,Maase Lukas,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,21.0,17.0,12.0,2.0,1.0,0.0,0,30.0,2.0,0.0,20.0,0.0
61,Fiel Rodriguez David,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,10.0,8.0,12.0,2.0,0,0.0,0,8.0,0,0.0,6.0,4.0
62,Marechal Nicolas,M,VfB Friedrichshafen,TSV Unterhaching,3,0,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
63,Suck Fabian,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,3.0,3.0,13.0,0,0,1.0,0,4.0,0,0.0,3.0,0.0
64,Zahar George Alexandru,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,15.0,6.0,7.0,3.0,0,0.0,0,28.0,2.0,4.0,15.0,0.0
65,Sagstetter Jonas,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,10.0,1.0,9.0,1.0,0,16.0,1.0,25.0,4.0,3.0,10.0,0.0
66,Sagstetter Benedikt,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,-7.0,10.0,4.0,0,0.0,0,4.0,2.0,1.0,0.0,0.0
67,Topuzliev Simeon,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,10.0,4.0,15.0,1.0,1.0,25.0,1.0,18.0,2.0,2.0,9.0,0.0
68,Graven Leonard,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,18.0,0,0.0,0,0.0,0.0,0.0
69,Brandt Severin,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
70,Brandt Niklas,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
71,Petrusic Juro,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
72,Thom Benjamin,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,-1.0,2.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
73,Gehringer Paul,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,3.0,1.0,10.0,1.0,0,0.0,0,4.0,1.0,0.0,3.0,0.0
74,Friedrich Roy,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
75,Paduretu Eric,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
76,Chefai Mohamed,M,TSV Unterhaching,VfB Friedrichshafen,0,3,2021/01/23,1065.0,2020/2021,0.0,-1.0,0.0,0,0,2.0,0,1.0,0,1.0,0.0,0.0
77,Provaroni Claudia,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,8.0,0.0,17.0,2.0,1.0,14.0,1.0,21.0,3.0,2.0,7.0,0.0
78,Ismaili Valbona,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
79,Norveel Kjersti,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,1.0,1.0,2.0,0,0,0.0,0,2.0,0,0.0,1.0,0.0
80,Kettenbach Elisabeth,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
81,Hölzig Annegret,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,15.0,13.0,12.0,0,1.0,28.0,0,37.0,1.0,1.0,11.0,3.0
82,Szaboova Sandra,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,9.0,6.0,8.0,1.0,0,1.0,0,12.0,1.0,1.0,6.0,3.0
83,Schweigmann Janna,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,4.0,1.0,12.0,2.0,0,0.0,0,8.0,0,1.0,4.0,0.0
84,Hänle Marie,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
85,Dreblow Sophie,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,0.0,-1.0,0.0,0,0,21.0,1.0,0.0,0,0.0,0.0,0.0
86,Scholten Iris,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,18.0,11.0,14.0,2.0,2.0,0.0,0,52.0,3.0,2.0,16.0,0.0
87,Gryka Magdalena,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,2020/10/03,2002.0,2020/2021,4.0,3.0,25.0,0,0,0.0,0,4.0,1.0,0.0,1.0,3.0
88,Palmer Madeline,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,13.0,7.0,15.0,2.0,1.0,5.0,0,40.0,3.0,1.0,12.0,0.0
89,Kovac Sara,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,17.0,9.0,10.0,2.0,1.0,0.0,0,34.0,4.0,2.0,14.0,2.0
90,Reinisch Paula,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,0.0,-1.0,2.0,1.0,0,3.0,0,1.0,0,0.0,0.0,0.0
91,Krause Sabrina,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,1.0,-1.0,6.0,1.0,0,0.0,0,2.0,0,1.0,0.0,1.0
92,Petter Michelle,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,0.0,-3.0,0.0,0,0,39.0,3.0,0.0,0,0.0,0.0,0.0
93,Stauß Mia Anna,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,0.0,0.0,2.0,0,0,2.0,0,0.0,0,0.0,0.0,0.0
94,Lenz Sindy,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,11.0,1.0,15.0,1.0,0,34.0,1.0,40.0,4.0,4.0,11.0,0.0
95,Michel Tosi Victoria,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,2.0,-1.0,6.0,2.0,0,0.0,0,7.0,1.0,0.0,2.0,0.0
96,Gross Jasmine,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,11.0,10.0,8.0,0,0,0.0,0,13.0,0,1.0,8.0,3.0
97,Barthel Meghan,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,0.0,-1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
98,Maase Rica,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,1.0,-4.0,3.0,1.0,0,0.0,0,5.0,4.0,0.0,1.0,0.0
99,Cole Madelyn,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,2020/10/03,2002.0,2020/2021,2.0,1.0,8.0,1.0,0,0.0,0,3.0,0,0.0,1.0,1.0
100,Dammer Simona,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0.0
101,Keller Luisa,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,5.0,-1.0,8.0,1.0,0,0.0,0,23.0,4.0,1.0,5.0,0.0
102,Brisebois Danielle,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,16.0,7.0,11.0,2.0,0,30.0,1.0,43.0,2.0,4.0,16.0,0.0
103,Möller Onno,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,5.0,4.0,14.0,1.0,0,0.0,0,3.0,0,0.0,2.0,3.0
104,Glaab Corina,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
105,Schoot Myrthe Mathilde,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,9.0,0,0.0,0,0.0,0.0,0.0
106,Bock Josepha,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,8.0,6.0,14.0,1.0,1.0,0.0,0,7.0,1.0,0.0,5.0,2.0
107,Conaway Alexis,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
108,Haneline Kayla,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,13.0,8.0,18.0,2.0,0,1.0,1.0,16.0,2.0,0.0,10.0,3.0
109,Taylor Nikki Leialoha,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
110,Guilliams Jodie,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,11.0,8.0,11.0,1.0,0,13.0,0,38.0,0,2.0,10.0,1.0
111,White Jazmine,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
112,Provaroni Claudia,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,4.0,0.0,9.0,0,2.0,9.0,0,22.0,2.0,2.0,2.0,0.0
113,Ismaili Valbona,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,8.0,1.0,5.0,1.0,0,27.0,1.0,28.0,2.0,3.0,8.0,0.0
114,Norveel Kjersti,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,0.0,-2.0,3.0,1.0,0,0.0,0,3.0,1.0,0.0,0.0,0.0
115,Kettenbach Elisabeth,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,0.0,0.0,8.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
116,Hölzig Annegret,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,2.0,1.0,4.0,1.0,0,19.0,0,9.0,0,0.0,2.0,0.0
117,Szaboova Sandra,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,9.0,8.0,9.0,0,0,0.0,0,16.0,1.0,0.0,8.0,1.0
118,Schweigmann Janna,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,2.0,-1.0,7.0,3.0,0,0.0,0,4.0,0,0.0,1.0,1.0
119,Hänle Marie,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,2.0,2.0,0.0,0,0,0.0,0,2.0,0,0.0,2.0,0.0
120,Dreblow Sophie,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,0.0,0.0,0.0,0,0,13.0,0,0.0,0,0.0,0.0,0.0
121,Scholten Iris,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,12.0,5.0,11.0,0,0,0.0,0,40.0,3.0,4.0,8.0,4.0
122,Gryka Magdalena,F,NawaRo Straubing,Rote Raben Vilsbiburg,0,3,2020/10/29,2019.0,2020/2021,1.0,0.0,5.0,1.0,0,0.0,0,2.0,0,0.0,0.0,1.0
123,Kowalski Adam,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
124,Ensing Kyle,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
125,Jendryk Il Jeffrey,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,10.0,8.0,13.0,2.0,2.0,1.0,0,10.0,0,0.0,7.0,1.0
126,Malcher Moritz,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,10.0,6.0,23.0,2.0,3.0,17.0,1.0,13.0,1.0,0.0,6.0,1.0
127,Grankin Sergey,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,2.0,-2.0,11.0,3.0,1.0,0.0,0,2.0,0,1.0,1.0,0.0
128,Klein Georg,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,6.0,4.0,6.0,1.0,0,0.0,0,10.0,1.0,0.0,6.0,0.0
129,Reusch Johann,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,1.0,1.0,2.0,0,0,2.0,0,1.0,0,0.0,1.0,0.0
130,Zenger Julian,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,0.0,-1.0,0.0,0,0,17.0,1.0,0.0,0,0.0,0.0,0.0
131,Kessel Cody,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,14.0,10.0,10.0,1.0,0,8.0,1.0,17.0,1.0,1.0,12.0,2.0
132,Tuia Samuele,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
133,Patch Benjamin,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,11.0,6.0,9.0,3.0,0,0.0,0,24.0,2.0,0.0,10.0,1.0
134,Le Goff Nicolas,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,2019/10/27,1021.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
