,PlayerName,M/F,PlayerTeam,OpposingTeam,Score1,Score2,Date,GameID,Season,PointsTotal,PointsDelta,ServeTotal,ServeError,ServePoints,ReceptionTotal,ReceptionError,AttackTotal,AttackError,AttackBlocked,AttackPoints,BlockPoints
4866,Quiroga Rodrigo,M,United Volleys Frankfurt,WWK Volleys Herrsching,3,0,2021/01/16,1060.0,2020/2021,10.0,2.0,13.0,1.0,0,23.0,4.0,19.0,0,3.0,10.0,0.0
4867,Hüger Linus,M,United Volleys Frankfurt,WWK Volleys Herrsching,3,0,2021/01/16,1060.0,2020/2021,0.0,0.0,4.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4868,Oud Nynke,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,1.0,0,0.0,0.0,0.0
4869,Großer Tanja,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,13.0,3.0,14.0,1.0,0,27.0,1.0,35.0,3.0,5.0,13.0,0.0
4870,Wilczek Natalie,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,3.0,2.0,13.0,0,0,0.0,0,8.0,1.0,0.0,3.0,0.0
4871,Hetmann Selma Theresa,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,0.0,0.0,2.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0
4872,Welsch Laurenz,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,6.0,4.0,10.0,1.0,0,2.0,0,8.0,1.0,0.0,5.0,1.0
4873,Vyklická Klara,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,6.0,1.0,14.0,2.0,2.0,1.0,0,10.0,2.0,1.0,3.0,1.0
4874,Neuhaus Frauke,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,16.0,9.0,13.0,3.0,1.0,0.0,0,36.0,3.0,1.0,14.0,1.0
4875,Wesser Julia,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4876,Dugan Shannon,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,4.0,3.0,2.0,0,0,12.0,1.0,10.0,0,0.0,4.0,0.0
4877,Vedder Lena,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,10.0,1.0,10.0,2.0,2.0,19.0,2.0,22.0,3.0,2.0,8.0,0.0
4878,Bjerland Renate,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,1.0,1.0,0.0,0,0,0.0,0,4.0,0,0.0,1.0,0.0
4879,Bock Linda,F,VC Wiesbaden,Dresdner SC,1,3,2019/21/12,2065.0,2019/2020,0.0,-3.0,0.0,0,0,28.0,3.0,0.0,0,0.0,0.0,0.0
4880,Dürr Lenka,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,7.0,0,0.0,0,0.0,0.0,0.0
4881,Cyris Emma,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4882,Rolfzen Kadie,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,12.0,3.0,14.0,2.0,1.0,34.0,4.0,27.0,3.0,0.0,11.0,0.0
4883,de Zwart Laura,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4884,Strubbe Monique,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4885,Keller Luisa,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,15.0,10.0,19.0,1.0,3.0,28.0,1.0,28.0,0,3.0,12.0,0.0
4886,Stigrot Lena,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4887,Kapur Milorad,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,24.0,18.0,15.0,2.0,2.0,0.0,0,36.0,4.0,0.0,19.0,3.0
4888,Kästner Pia,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,1.0,0,0.0,0.0,0.0
4889,Radosova Nikola,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4890,Mrdak Ivana,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,9.0,9.0,15.0,0,0,0.0,0,14.0,0,0.0,8.0,1.0
4891,King Brie Joy,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,5.0,4.0,20.0,1.0,1.0,0.0,0,3.0,0,0.0,2.0,2.0
4892,Weitzel Camilla,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,8.0,5.0,14.0,1.0,0,0.0,0,10.0,2.0,0.0,5.0,3.0
4893,Straube Sarah,F,Dresdner SC,VC Wiesbaden,3,1,2019/21/12,2065.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4894,Ringseis Florian,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,0.0,-1.0,0.0,0,0,15.0,1.0,0.0,0,0.0,0.0,0.0
4895,Richards Jordan Benjamin,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4896,Gross Jasmine,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,1.0,0.0,1.0,1.0,0,0.0,0,3.0,0,0.0,1.0,0.0
4897,Costa da Silva Paulo Victo,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,13.0,6.0,10.0,3.0,0,0.0,0,20.0,2.0,2.0,12.0,1.0
4898,Kaminski Jonas,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,3.0,2.0,11.0,1.0,1.0,0.0,0,1.0,0,0.0,1.0,1.0
4899,Stalekar Saso,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4900,Siirilä Tommi Juhani,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,6.0,4.0,15.0,1.0,1.0,0.0,0,6.0,1.0,0.0,3.0,2.0
4901,Francös Pedro Henrique,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4902,Clere Jerome Claude Pierr,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,18.0,13.0,7.0,2.0,0,19.0,2.0,25.0,0,1.0,15.0,3.0
4903,Duarte Souza Da Silva Do,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,7.0,6.0,13.0,0,0,1.0,0,8.0,1.0,0.0,5.0,2.0
4904,Kronthaler Niklas,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,12.0,7.0,13.0,1.0,1.0,18.0,1.0,19.0,2.0,1.0,10.0,1.0
4905,Malescha Daniel,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,3,0,2020/02/09,1102.0,2019/2020,1.0,1.0,3.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0
4906,Szabó Alpár,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,1.0,1.0,7.0,0,0,1.0,0,3.0,0,0.0,0.0,1.0
4907,Stöhr Tim,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,0.0,0.0,0.0,0,0,17.0,0,0.0,0,0.0,0.0,0.0
4908,Thiel Stefan,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,1.0,0.0,5.0,0,0,1.0,1.0,0.0,0,0.0,0.0,1.0
4909,Goralik Yannick,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,2.0,1.0,5.0,0,0,0.0,0,5.0,0,1.0,2.0,0.0
4910,Maase Lukas,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,9.0,2.0,12.0,2.0,2.0,15.0,0,14.0,2.0,3.0,7.0,0.0
4911,Vaskelis Edvinas,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,5.0,3.0,4.0,2.0,0,0.0,0,7.0,0,0.0,5.0,0.0
4912,Petty Gregory,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,7.0,2.0,7.0,0,0,20.0,1.0,21.0,2.0,2.0,7.0,0.0
4913,Roatta Sebastian,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,0.0,0.0,3.0,0,0,0.0,0,4.0,0,0.0,0.0,0.0
4914,Lohmann Elisa,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,4.0,2.0,4.0,1.0,1.0,5.0,0,5.0,0,1.0,3.0,0.0
4915,Schmidgall Mario,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,2.0,1.0,2.0,0,0,1.0,1.0,0.0,0,0.0,0.0,2.0
4916,Qafarena Anton,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,10.0,6.0,8.0,1.0,0,0.0,0,20.0,0,3.0,10.0,0.0
4917,Malcher Moritz,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,0,3,2020/02/09,1102.0,2019/2020,1.0,-1.0,3.0,1.0,1.0,4.0,1.0,1.0,0,0.0,0.0,0.0
4918,Provaroni Claudia,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,9.0,8.0,10.0,1.0,2.0,3.0,0,14.0,0,0.0,6.0,1.0
4919,Oiwoh Noemi Laureen,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,10.0,9.0,10.0,1.0,0,2.0,0,9.0,0,0.0,7.0,3.0
4920,Ismaili Valbona,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4921,Norveel Kjersti,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,4.0,2.0,9.0,2.0,3.0,0.0,0,3.0,0,0.0,0.0,1.0
4922,Kettenbach Elisabeth,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,0.0,0.0,4.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4923,Hölzig Annegret,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,17.0,12.0,15.0,2.0,1.0,17.0,0,25.0,1.0,2.0,15.0,1.0
4924,Szaboova Sandra,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4925,Schweigmann Janna,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4926,Hänle Marie,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4927,Dreblow Sophie,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,0.0,-3.0,0.0,0,0,37.0,3.0,0.0,0,0.0,0.0,0.0
4928,Scholten Iris,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,15.0,12.0,11.0,1.0,0,0.0,0,34.0,0,2.0,12.0,3.0
4929,Gryka Magdalena,F,NawaRo Straubing,USC Münster,3,0,2021/02/14,2111.0,2020/2021,5.0,3.0,15.0,1.0,2.0,0.0,0,7.0,0,1.0,3.0,0.0
4930,Bock Linda,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,9.0,3.0,9.0,1.0,0,11.0,1.0,20.0,0,4.0,9.0,0.0
4931,Nelson Taylor Kaera,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,0.0,4.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4932,Brinkmann Anika,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,20.0,13.0,13.0,3.0,1.0,0.0,0,35.0,2.0,2.0,19.0,0.0
4933,Kastrup Liza,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4934,Korevaar Demi Johanna Marijke,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,-1.0,2.0,0,0,0.0,0,3.0,1.0,0.0,0.0,0.0
4935,Lambert Adeja,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4936,Barber Nele,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,11.0,5.0,17.0,0,1.0,26.0,3.0,19.0,1.0,2.0,10.0,0.0
4937,Langgemach Juliane,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,6.0,5.0,8.0,0,1.0,1.0,1.0,5.0,0,0.0,5.0,0.0
4938,van Aalen Sarah Emma,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,-3.0,5.0,2.0,0,0.0,0,2.0,0,1.0,0.0,0.0
4939,Wezorke Barbara Roxana,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,7.0,4.0,8.0,1.0,0,0.0,0,6.0,2.0,0.0,2.0,5.0
4940,Kildau Erika,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,-3.0,0.0,0,0,27.0,3.0,0.0,0,0.0,0.0,0.0
4941,Kirchhoff Mia,F,USC Münster,NawaRo Straubing,0,3,2021/02/14,2111.0,2020/2021,0.0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0
4942,Herr Luke Thomas A.,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,3.0,1.0,15.0,2.0,2.0,0.0,0,2.0,0,0.0,1.0,0.0
4943,Jalowietzki Jan,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,4.0,0,0.0,0,0.0,0.0,0.0
4944,Scholten Iris,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,20.0,14.0,20.0,1.0,4.0,0.0,0,30.0,3.0,2.0,13.0,3.0
4945,Ofoha Uchenna,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,5.0,2.0,11.0,3.0,0,0.0,0,4.0,0,0.0,3.0,2.0
4946,Erdmann Jonathan,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4947,Klooss Adrian Lennart,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,0.0,0.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4948,Westphal Dirk,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,17.0,11.0,14.0,1.0,1.0,16.0,2.0,36.0,2.0,1.0,16.0,0.0
4949,Just Maximilian,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4950,Ratajczak Kamil,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,14.0,0,0.0,0,0.0,0.0,0.0
4951,Timmermann Theo,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,12.0,6.0,22.0,2.0,3.0,35.0,2.0,15.0,0,2.0,9.0,0.0
4952,Lambert Adeja,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,3,1,2019/10/23,1015.0,2019/2020,9.0,7.0,14.0,2.0,0,0.0,0,6.0,0,0.0,5.0,4.0
4953,Filho Roosewelt,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,9.0,7.0,14.0,2.0,0,0.0,0,10.0,0,0.0,8.0,1.0
4954,Peta Mircea Paul,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,0.0,0.0,5.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4955,Sagstetter Jonas,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,1.0,-4.0,9.0,3.0,1.0,4.0,0,2.0,2.0,0.0,0.0,0.0
4956,Krüger Merten,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,1.0,1.0,11.0,0,0,0.0,0,1.0,0,0.0,1.0,0.0
4957,Halanda Tomas,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,17.0,9.0,8.0,4.0,0,26.0,0,33.0,2.0,2.0,17.0,0.0
4958,Peemüller Richard,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4959,Prokopczuk Rafal,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4960,Brand Tobias,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,0.0,-5.0,0.0,0,0,37.0,5.0,0.0,0,0.0,0.0,0.0
4961,Jurkovics Mathäus,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,1.0,1.0,3.0,0,1.0,1.0,0,0.0,0,0.0,0.0,0.0
4962,Hamzagic Irfan,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,21.0,12.0,16.0,3.0,3.0,1.0,0,45.0,3.0,3.0,18.0,0.0
4963,Van der Ent Luuc,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,11.0,7.0,10.0,2.0,0,0.0,0,12.0,0,2.0,8.0,3.0
4964,Knauer Marko Julian,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4965,Antony Carlos,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,8.0,-3.0,12.0,2.0,0,17.0,5.0,19.0,2.0,2.0,8.0,0.0
4966,Sagstetter Jonas,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,1,3,2019/10/23,1015.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4967,Hindriksen Mareike,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,6.0,5.0,15.0,1.0,1.0,0.0,0,9.0,0,0.0,3.0,2.0
4968,Kicka Kristina,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,15.0,9.0,9.0,2.0,1.0,0.0,0,26.0,3.0,1.0,13.0,1.0
4969,Haynes Madeline,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,3.0,-2.0,1.0,0,0,11.0,4.0,7.0,1.0,0.0,3.0,0.0
4970,Lavickyte Rugile,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,0.0,0.0,1.0,0,0,0.0,0,2.0,0,0.0,0.0,0.0
4971,Sorbo Live,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,0.0,0.0,3.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4972,Poll Jana Franziska,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,9.0,4.0,14.0,0,1.0,13.0,0,34.0,3.0,2.0,7.0,1.0
4973,Olimstad Emilie,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,9.0,4.0,12.0,0,2.0,20.0,0,23.0,1.0,4.0,6.0,1.0
4974,Timmerman Eline,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,8.0,6.0,9.0,1.0,0,2.0,0,14.0,0,1.0,6.0,2.0
4975,Löcker Maja,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4976,Herelova Nina,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4977,Cesar Annie,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,0.0,-3.0,0.0,0,0,35.0,3.0,0.0,0,0.0,0.0,0.0
4978,Schwertmann Leonie,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,2021/02/13,2113.0,2020/2021,4.0,-1.0,11.0,3.0,1.0,1.0,1.0,7.0,0,1.0,3.0,0.0
4979,Koskelo Roosa,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,-2.0,0.0,0,0,17.0,2.0,0.0,0,0.0,0.0,0.0
4980,Segura Palleres Maria,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,19.0,15.0,12.0,2.0,2.0,12.0,1.0,32.0,0,1.0,15.0,2.0
4981,Lohuis Juliët,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,11.0,9.0,16.0,1.0,4.0,0.0,0,9.0,1.0,0.0,3.0,4.0
4982,Jasper Hester,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4983,Grozer Dora,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4984,Rosenthal Jenna,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4985,Kästner Pia,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,2.0,1.0,12.0,1.0,0,1.0,0,3.0,0,0.0,2.0,0.0
4986,Große Scharmann Lena,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,-1.0,8.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
4987,Papafotiou Athina,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4988,Rivers Krystal,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,23.0,16.0,17.0,1.0,0,0.0,0,45.0,4.0,2.0,21.0,2.0
4989,Berger Lara,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4990,Mlejnkova Michaela,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,16.0,5.0,17.0,2.0,2.0,36.0,3.0,36.0,3.0,3.0,14.0,0.0
4991,Todorova Mira,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,0,2021/02/13,2113.0,2020/2021,4.0,3.0,8.0,0,0,2.0,0,5.0,0,1.0,3.0,1.0
4992,Suck Fabian,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,4.0,3.0,11.0,1.0,0,0.0,0,7.0,0,0.0,3.0,1.0
4993,Zahar George Alexandru,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4994,Sagstetter Jonas,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,13.0,1.0,12.0,1.0,1.0,30.0,7.0,34.0,2.0,2.0,10.0,2.0
4995,Sagstetter Benedikt,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,2.0,-2.0,8.0,4.0,0,0.0,0,3.0,0,0.0,1.0,1.0
4996,Topuzliev Simeon,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,16.0,7.0,15.0,4.0,2.0,25.0,1.0,36.0,2.0,2.0,14.0,0.0
4997,Graven Leonard,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,0.0,-2.0,0.0,0,0,20.0,2.0,0.0,0,0.0,0.0,0.0
4998,Brandt Niklas,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
4999,Petrusic Juro,M,TSV Unterhaching,Netzhoppers KW-Bestensee,1,3,2021/02/13,1078.0,2020/2021,13.0,5.0,17.0,4.0,1.0,0.0,0,30.0,3.0,1.0,11.0,1.0
